customerid,churn,customer_gender,customer_seniorcitizen,customer_partner,customer_dependents,customer_tenure,phone_phoneservice,phone_multiplelines,internet_internetservice,internet_onlinesecurity,internet_onlinebackup,internet_deviceprotection,internet_techsupport,internet_streamingtv,internet_streamingmovies,account_contract,account_paperlessbilling,account_paymentmethod,total_day,account_charges_monthly,account_charges_total
5173-wxoqv,False,male,0,True,False,2,True,no,dsl,no,yes,no,yes,no,yes,month-to-month,True,mailed check,2.39,64.2,143.65
5173-zxxxl,False,male,0,False,False,2,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,False,mailed check,0.8,19.95,47.7
5174-itumv,False,male,0,True,True,67,True,yes,fiber optic,no,yes,yes,no,yes,yes,one year,True,electronic check,3.48,105.4,6989.45
5174-rngbh,True,female,0,False,False,9,True,no,dsl,no,yes,no,yes,yes,no,month-to-month,False,mailed check,2.3,66.25,620.55
5175-aobhi,True,female,0,False,False,4,True,no,dsl,no,no,no,no,no,no,month-to-month,True,mailed check,1.61,46.0,193.6
5175-wlyxl,False,male,0,False,False,22,True,yes,fiber optic,no,yes,no,no,no,no,month-to-month,True,mailed check,2.42,78.85,1600.25
5176-ldkuh,False,female,0,False,False,48,True,no,fiber optic,no,yes,no,no,no,no,one year,False,electronic check,2.62,75.15,3772.65
5176-lmjxe,False,female,0,False,False,47,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,True,mailed check,0.67,20.55,945.7
5176-olskt,False,female,0,True,False,66,True,yes,dsl,yes,yes,yes,no,no,no,two year,False,bank transfer (automatic),2.21,66.9,4370.25
5177-rvznu,False,female,0,False,True,37,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,False,bank transfer (automatic),0.68,20.3,755.4
5178-lmxop,True,male,1,True,False,1,True,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,True,electronic check,3.17,95.1,95.1
5180-uciiq,True,male,1,True,True,22,False,no phone service,dsl,yes,no,no,no,no,yes,month-to-month,False,mailed check,1.33,40.05,880.2
5181-oabfk,False,female,0,True,True,56,True,no,dsl,yes,yes,yes,no,no,no,two year,True,credit card (automatic),1.99,61.3,3346.8
5183-klyem,False,female,0,False,False,72,True,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,True,credit card (automatic),3.79,112.75,8192.6
5183-snmjq,False,male,0,False,False,10,True,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,True,credit card (automatic),2.88,95.1,865.1
5186-ejegl,False,male,0,False,False,9,True,no,dsl,yes,no,yes,yes,yes,no,month-to-month,True,mailed check,2.42,69.5,653.25
5186-peizu,False,female,0,False,False,35,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,bank transfer (automatic),0.59,19.25,617.65
5186-samnz,True,male,1,False,False,1,True,no,fiber optic,no,no,no,no,no,no,month-to-month,True,bank transfer (automatic),2.32,69.5,69.5
5188-hgmlp,False,male,1,True,False,54,True,yes,fiber optic,no,no,no,no,no,no,month-to-month,False,bank transfer (automatic),2.42,74.0,3919.15
5192-ebgov,True,female,1,False,False,1,True,yes,fiber optic,no,no,no,no,yes,no,month-to-month,True,electronic check,2.86,85.7,85.7
5193-qlvzb,False,male,0,False,False,63,True,yes,fiber optic,no,yes,yes,no,yes,yes,two year,True,bank transfer (automatic),3.46,104.75,6536.5
5195-kpunq,False,female,1,False,False,53,True,no,fiber optic,yes,yes,no,yes,no,yes,one year,True,mailed check,3.27,96.75,5206.55
5196-sgoak,True,female,0,False,False,1,True,no,fiber optic,no,yes,no,no,no,no,month-to-month,True,electronic check,2.52,75.7,75.7
5196-wpyow,False,male,0,True,True,67,True,no,dsl,yes,yes,no,yes,no,no,one year,False,mailed check,1.99,60.05,3994.05
5197-lqxxh,False,female,0,True,False,71,True,yes,dsl,no,yes,yes,yes,yes,yes,two year,True,credit card (automatic),2.77,83.3,5894.5
5197-pyepu,False,female,0,True,True,42,True,yes,fiber optic,yes,yes,no,no,yes,no,one year,True,credit card (automatic),3.11,94.45,3923.8
5197-ypybz,False,female,0,True,True,12,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,credit card (automatic),0.76,25.25,274.7
5198-efnbm,False,male,1,True,False,57,True,no,fiber optic,no,yes,yes,no,yes,no,one year,True,electronic check,3.04,90.65,5199.8
5198-hqaen,False,male,0,True,True,35,True,no,fiber optic,no,yes,no,yes,yes,no,one year,True,electronic check,3.01,89.7,3165.6
5199-fpusp,False,male,0,False,True,33,False,no phone service,dsl,yes,no,no,yes,no,no,one year,False,credit card (automatic),1.13,34.05,1113.95
5201-cbwyg,False,male,0,True,True,62,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,False,bank transfer (automatic),0.79,24.8,1476.25
5201-frkks,False,male,0,False,False,25,True,no,fiber optic,yes,no,no,no,no,no,month-to-month,False,bank transfer (automatic),2.6,74.3,1952.25
5201-ussqz,False,female,0,True,False,26,True,no,fiber optic,no,no,no,yes,no,yes,month-to-month,False,credit card (automatic),2.82,85.9,2196.45
5202-ivjnu,True,female,0,False,True,39,False,no phone service,dsl,no,no,yes,no,no,no,month-to-month,False,credit card (automatic),0.97,30.1,1131.3
5203-xehax,False,female,0,False,False,34,True,no,dsl,yes,yes,no,no,no,yes,one year,False,electronic check,2.01,64.35,2053.05
5204-hmgyf,False,female,0,True,True,49,True,no,dsl,yes,yes,yes,yes,yes,yes,one year,True,mailed check,2.96,87.2,4345.0
5204-qzxpu,True,male,0,False,False,19,False,no phone service,dsl,no,no,yes,no,yes,no,month-to-month,True,electronic check,1.29,39.65,733.35
5206-hpjkm,False,male,0,False,False,17,True,no,dsl,yes,yes,no,no,no,no,month-to-month,True,credit card (automatic),1.83,55.5,934.15
5206-xzzqi,False,male,0,False,False,53,True,no,fiber optic,no,yes,no,yes,no,no,month-to-month,True,mailed check,2.73,80.6,4348.1
5207-plstk,False,male,0,True,True,1,True,no,dsl,yes,no,no,no,no,no,month-to-month,True,mailed check,1.62,48.75,48.75
5208-fvqkb,False,male,0,True,False,70,True,no,dsl,yes,yes,no,yes,no,yes,two year,False,mailed check,2.22,67.95,4664.15
5208-hfsbt,True,female,0,False,False,2,True,no,dsl,no,yes,no,yes,no,no,month-to-month,True,credit card (automatic),1.71,55.05,102.75
5213-twwju,False,male,0,False,False,28,True,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,False,electronic check,3.13,91.0,2626.15
5214-chiwj,False,male,0,False,False,27,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,False,mailed check,0.73,20.3,595.05
5214-nltit,False,male,0,True,True,72,True,yes,fiber optic,no,no,yes,no,no,yes,two year,True,credit card (automatic),3.01,90.8,6511.8
5215-lnldj,False,female,0,True,True,7,False,no phone service,dsl,no,no,no,no,no,no,month-to-month,True,electronic check,0.71,24.7,149.05
5216-wasfj,False,female,1,True,False,31,True,yes,fiber optic,no,no,no,no,no,yes,month-to-month,True,electronic check,2.83,84.85,2633.4
5219-yiptk,True,female,0,True,False,33,True,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,True,electronic check,3.44,104.4,3409.6
5220-agaax,False,male,0,True,True,68,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,True,bank transfer (automatic),0.82,24.0,1664.3
5222-imukt,False,male,0,False,False,32,True,no,fiber optic,no,no,no,no,yes,yes,month-to-month,False,electronic check,2.99,91.05,2871.5
5222-jcxzt,False,male,0,False,False,4,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.66,19.0,78.9
5223-uzavk,False,male,0,False,False,64,True,no,fiber optic,yes,yes,no,no,yes,yes,one year,True,credit card (automatic),3.44,100.3,6603.8
5226-nozfc,False,male,0,False,False,26,True,no,fiber optic,no,yes,no,no,yes,no,month-to-month,True,electronic check,2.75,85.75,2146.5
5227-jscfe,False,male,1,True,False,71,False,no phone service,dsl,yes,yes,yes,yes,no,no,two year,False,credit card (automatic),1.57,46.35,3353.4
5228-excet,True,male,0,False,False,13,True,no,fiber optic,no,no,no,no,no,yes,month-to-month,True,electronic check,2.59,80.85,1008.7
5229-dtfyb,False,female,0,False,False,41,True,no,fiber optic,no,yes,no,yes,yes,yes,two year,True,bank transfer (automatic),3.22,98.8,3959.15
5229-prwkt,True,male,0,False,False,8,True,yes,fiber optic,no,no,no,no,no,yes,month-to-month,True,electronic check,2.71,86.55,649.65
5231-fiqpa,False,female,0,False,False,41,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,True,mailed check,0.66,19.85,810.45
5232-nxpay,False,female,0,False,False,47,True,no,dsl,no,no,yes,yes,yes,yes,two year,False,mailed check,2.49,74.45,3510.3
5233-aozuf,False,female,0,True,False,29,True,yes,fiber optic,no,no,no,no,no,no,month-to-month,True,electronic check,2.47,74.95,2149.05
5233-geeax,True,male,1,False,False,8,False,no phone service,dsl,no,no,yes,no,no,no,month-to-month,True,electronic check,0.92,29.4,221.9
5236-perkl,True,female,0,False,False,57,True,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,True,bank transfer (automatic),3.78,112.95,6465.0
5236-xmzjy,False,female,0,False,False,42,True,no,dsl,yes,yes,yes,no,no,no,month-to-month,False,bank transfer (automatic),2.01,59.65,2536.55
5240-caoyt,False,female,0,False,False,57,True,yes,fiber optic,yes,yes,no,yes,no,no,month-to-month,True,bank transfer (automatic),2.86,87.55,4884.85
5240-ijoqt,True,male,1,False,False,1,True,yes,fiber optic,no,no,no,no,no,no,month-to-month,True,electronic check,2.49,74.7,74.7
5242-uowhd,False,male,0,True,True,45,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,mailed check,0.69,20.35,929.2
5243-saotc,False,male,0,False,False,54,True,yes,fiber optic,no,yes,no,no,no,no,month-to-month,True,bank transfer (automatic),2.66,79.85,4308.25
5244-irfih,True,male,1,True,False,33,True,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,True,electronic check,3.14,94.5,3105.55
5245-vdbur,False,female,0,True,False,52,False,no phone service,dsl,yes,no,yes,no,no,no,one year,False,mailed check,1.26,35.45,1958.95
5248-kwlar,False,male,0,True,True,71,True,yes,dsl,yes,yes,yes,yes,yes,yes,two year,False,electronic check,2.97,90.35,6325.25
5248-rpyww,False,female,1,True,True,72,True,yes,dsl,yes,yes,yes,yes,yes,yes,two year,True,bank transfer (automatic),3.11,90.15,6716.45
5248-ygijn,False,male,0,True,False,72,True,yes,dsl,yes,yes,yes,yes,yes,yes,two year,True,credit card (automatic),2.95,90.25,6369.45
5249-qyhex,False,female,0,True,True,40,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,True,mailed check,0.85,24.8,1024.7
5256-skjgo,False,female,0,True,True,64,False,no phone service,dsl,no,yes,no,yes,yes,yes,two year,True,electronic check,1.78,54.6,3423.5
5260-umpwx,False,female,0,True,True,26,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,True,credit card (automatic),0.63,20.25,493.95
5261-qshqm,True,female,0,False,False,4,False,no phone service,dsl,no,no,no,no,no,no,month-to-month,True,electronic check,0.72,24.45,86.6
5266-pfrqk,False,male,0,True,True,52,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,True,credit card (automatic),0.69,20.85,1071.6
5268-dsmnq,False,female,1,True,False,62,True,yes,fiber optic,no,yes,yes,no,yes,no,one year,True,credit card (automatic),3.19,97.95,5936.55
5269-nrgdp,False,male,0,True,True,42,True,no,dsl,no,no,yes,yes,yes,yes,one year,False,electronic check,2.45,73.15,3088.25
5271-dbysj,False,male,1,False,False,11,True,no,fiber optic,no,no,no,no,no,yes,month-to-month,True,credit card (automatic),2.51,79.15,827.7
5271-ynwvr,True,male,0,True,True,68,True,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,True,electronic check,3.85,113.15,7856.0
5274-xhaky,False,female,0,True,True,41,True,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,True,bank transfer (automatic),3.17,94.3,3893.6
5275-pmfut,False,male,0,True,True,72,False,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,True,credit card (automatic),2.19,64.8,4719.75
5275-sqeiz,True,male,0,False,False,1,True,no,fiber optic,no,no,no,no,no,yes,month-to-month,True,mailed check,2.7,80.85,80.85
5276-kqwhg,True,female,1,False,False,2,True,no,fiber optic,no,no,no,no,no,no,month-to-month,True,electronic check,2.19,69.6,131.65
5277-zloor,True,female,1,False,False,2,True,yes,fiber optic,no,no,no,no,yes,no,month-to-month,True,electronic check,3.12,85.55,187.45
5278-pnyox,False,female,0,False,False,49,True,no,fiber optic,no,no,yes,yes,yes,yes,two year,False,credit card (automatic),3.35,100.65,4917.75
5281-buzgt,True,male,1,False,False,36,True,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,True,electronic check,2.95,90.85,3186.7
5285-mvehd,False,female,0,True,False,56,True,no,fiber optic,yes,yes,yes,no,yes,yes,one year,True,credit card (automatic),3.61,105.6,6068.65
5286-yhcvc,False,male,0,True,False,72,True,yes,fiber optic,no,yes,yes,no,yes,yes,two year,True,bank transfer (automatic),3.46,104.8,7470.1
5287-qwlky,True,male,1,True,True,71,True,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,True,credit card (automatic),3.54,105.1,7548.1
5288-ahoup,False,male,1,False,False,11,True,no,fiber optic,no,no,no,no,no,yes,month-to-month,True,electronic check,2.65,78.5,874.2
5293-wxjak,True,female,1,True,False,11,True,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,True,bank transfer (automatic),3.44,104.05,1133.65
5294-cdgwy,True,male,0,True,True,51,False,no phone service,dsl,yes,yes,yes,no,yes,yes,one year,False,electronic check,1.97,59.3,3014.65
5294-dmsfh,False,female,0,True,True,29,True,no,fiber optic,no,no,no,no,yes,yes,month-to-month,True,credit card (automatic),3.01,87.8,2621.75
5294-imhht,False,male,0,True,False,53,True,yes,fiber optic,no,yes,no,yes,no,yes,one year,False,bank transfer (automatic),3.17,97.75,5043.2
5295-pcjoo,True,male,0,False,True,4,True,no,dsl,yes,no,no,no,no,no,month-to-month,True,electronic check,1.54,49.4,184.4
5296-bfcyd,False,male,0,True,True,46,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,True,mailed check,0.68,20.1,936.85
5296-psyvw,False,female,0,True,False,72,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,electronic check,0.81,24.55,1750.7
5297-mdoir,False,female,0,True,False,63,True,no,fiber optic,yes,no,yes,no,no,no,one year,True,credit card (automatic),2.76,81.15,5224.5
5298-gstlm,False,female,1,False,False,60,True,yes,fiber optic,yes,no,no,no,yes,yes,one year,True,bank transfer (automatic),3.43,101.4,6176.6
5299-ruloa,True,female,0,True,True,10,True,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,True,electronic check,3.55,100.25,1064.65
5299-sjczt,True,male,0,False,False,3,True,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,True,bank transfer (automatic),3.32,101.55,298.35
5301-gauuy,True,male,0,False,False,32,True,yes,fiber optic,no,yes,no,no,no,no,month-to-month,True,bank transfer (automatic),2.7,80.35,2596.15
5302-bdjnt,False,male,0,False,False,35,True,yes,fiber optic,no,no,yes,yes,yes,no,month-to-month,False,electronic check,3.26,95.5,3418.2
5304-efjlp,False,male,1,True,False,72,True,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,True,bank transfer (automatic),3.71,111.65,8022.85
5306-bvtkj,False,male,0,True,True,48,True,no,dsl,no,yes,yes,no,no,no,one year,True,credit card (automatic),1.84,55.8,2651.2
5307-dzcvc,True,female,1,True,False,32,True,yes,fiber optic,no,no,no,no,yes,no,month-to-month,True,credit card (automatic),2.74,85.95,2628.6
5307-uvgnb,False,female,0,True,True,53,False,no phone service,dsl,yes,yes,yes,no,no,yes,month-to-month,True,bank transfer (automatic),1.57,48.7,2495.2
5309-taikl,False,female,0,False,False,7,True,no,dsl,no,no,yes,yes,no,yes,month-to-month,False,bank transfer (automatic),1.99,62.8,418.3
5310-noova,False,male,0,False,False,46,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,electronic check,0.66,19.95,907.05
5311-ihlei,False,male,0,False,False,12,False,no phone service,dsl,yes,yes,no,yes,yes,no,month-to-month,True,bank transfer (automatic),1.68,50.95,605.75
5312-ircfr,False,female,0,True,True,64,True,yes,fiber optic,no,yes,yes,no,no,yes,one year,True,electronic check,3.11,92.85,5980.75
5312-tszvc,False,female,0,False,True,15,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,False,mailed check,0.6,19.65,270.6
5312-uxesg,False,female,0,False,False,41,True,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,False,bank transfer (automatic),3.24,98.05,3990.6
5313-fpxwg,False,male,0,False,False,51,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,True,bank transfer (automatic),0.83,24.6,1266.4
5315-ckeqk,False,male,1,True,True,28,True,yes,dsl,no,no,no,no,no,no,one year,True,electronic check,1.64,51.0,1381.8
5317-flpjf,False,female,0,False,False,66,False,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,True,bank transfer (automatic),2.12,61.35,4193.4
5318-ixuzf,True,female,0,False,False,2,True,no,fiber optic,no,yes,no,no,yes,no,month-to-month,True,bank transfer (automatic),3.06,87.15,183.75
5318-ykdpv,False,male,0,True,True,43,True,no,dsl,yes,no,yes,yes,yes,yes,two year,True,credit card (automatic),2.76,79.15,3566.6
5320-brkgk,False,female,0,True,True,58,True,yes,dsl,yes,no,yes,yes,yes,no,two year,False,mailed check,2.54,75.8,4415.75
5321-ntrkc,False,male,0,True,True,66,True,yes,dsl,no,yes,yes,no,yes,yes,two year,False,bank transfer (automatic),2.64,79.85,5234.95
5322-teujk,False,female,0,True,True,71,True,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,False,bank transfer (automatic),3.8,114.6,8100.25
5322-zsmzy,False,male,0,True,True,31,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,mailed check,0.81,25.75,755.6
5324-ktgcg,False,male,0,True,False,71,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,False,electronic check,0.72,20.85,1539.75
5325-uwtwj,False,male,0,True,False,31,True,yes,fiber optic,yes,yes,no,yes,no,no,month-to-month,True,credit card (automatic),3.15,90.55,2929.75
5327-cnluq,False,male,0,True,False,48,True,yes,fiber optic,yes,yes,yes,no,yes,no,two year,True,bank transfer (automatic),3.11,96.9,4473.45
5327-xokky,False,male,1,True,False,72,True,yes,dsl,no,no,yes,no,yes,yes,two year,True,credit card (automatic),2.47,73.45,5329.0
5329-krdtm,False,male,1,True,False,72,True,yes,dsl,no,yes,yes,yes,yes,no,two year,False,credit card (automatic),2.5,77.35,5396.25
5331-rgmtt,False,male,1,True,False,54,True,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,True,credit card (automatic),3.27,99.05,5295.7
5334-afqjb,False,male,1,False,False,72,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,True,credit card (automatic),0.83,25.1,1789.9
5334-jlaxu,False,female,0,True,False,60,True,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,True,credit card (automatic),3.04,94.1,5475.9
5336-ufnzp,False,female,1,True,True,65,True,yes,fiber optic,no,yes,yes,no,yes,yes,one year,True,electronic check,3.61,107.45,7047.5
5337-iiwkz,False,male,0,True,True,34,False,no phone service,dsl,no,no,yes,yes,yes,no,month-to-month,True,electronic check,1.41,44.85,1442.6
5338-yhwyt,False,male,0,False,True,37,True,no,dsl,yes,yes,no,yes,no,no,two year,False,credit card (automatic),2.07,61.45,2302.35
5339-pxdvh,False,male,0,False,False,4,True,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,False,electronic check,3.07,90.65,367.95
5339-tjfek,False,male,0,True,True,62,True,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,True,electronic check,3.49,105.5,6487.2
5343-sgubi,False,female,0,False,False,52,True,yes,fiber optic,no,yes,no,no,no,no,one year,True,mailed check,2.75,80.2,4297.6
5345-bmkwb,False,male,0,True,False,8,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.66,20.25,158.35
5346-bzchp,False,female,0,True,True,69,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,mailed check,0.65,19.4,1346.2
5348-cagxb,False,male,0,False,False,12,True,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,True,electronic check,2.84,89.55,1021.75
5349-azpew,False,female,0,True,True,5,False,no phone service,dsl,no,no,no,no,no,no,month-to-month,False,mailed check,0.84,25.05,125.5
5349-iecld,True,male,0,False,False,2,True,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,False,electronic check,2.97,94.95,178.1
5351-qesio,False,male,0,False,True,1,False,no phone service,dsl,no,no,no,no,no,no,month-to-month,False,mailed check,0.81,24.2,24.2
5353-wilci,False,female,0,False,False,28,True,no,dsl,yes,yes,no,no,no,no,month-to-month,False,electronic check,1.81,56.05,1522.65
5356-csvsq,False,female,0,False,False,3,True,yes,dsl,no,no,no,yes,yes,no,month-to-month,False,electronic check,1.94,64.6,174.2
5356-kzckt,False,male,0,False,False,58,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,True,credit card (automatic),0.87,24.45,1513.6
5356-rhipp,True,male,0,False,False,1,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,True,mailed check,0.67,20.2,20.2
5357-tzhpp,True,male,1,False,False,9,True,yes,fiber optic,no,no,no,no,no,yes,month-to-month,True,credit card (automatic),2.71,84.4,732.5
5360-ljcnj,False,female,0,True,False,71,True,yes,fiber optic,no,yes,yes,no,yes,yes,two year,True,bank transfer (automatic),3.55,105.15,7555.0
5360-xgyaz,False,male,0,True,True,72,False,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,True,bank transfer (automatic),2.16,65.65,4664.5
5364-evnib,True,male,0,False,False,13,True,no,fiber optic,no,yes,yes,no,no,no,month-to-month,True,electronic check,2.5,79.8,973.45
5364-xyirr,True,male,0,True,False,51,True,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,True,electronic check,3.15,94.65,4812.75
5365-llfyv,False,female,0,False,False,2,True,no,dsl,no,no,no,no,no,no,month-to-month,True,mailed check,1.76,45.85,105.6
5366-ijeqj,True,male,0,False,False,20,True,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,True,electronic check,2.94,88.7,1761.45
5366-obvmr,False,female,0,True,False,18,True,no,dsl,no,no,no,yes,no,no,month-to-month,True,mailed check,1.68,50.3,908.75
5370-iivvl,False,male,0,False,False,37,True,yes,fiber optic,no,yes,no,yes,yes,yes,one year,True,credit card (automatic),3.4,104.5,3778.0
5371-vylsx,False,female,1,False,False,50,True,yes,fiber optic,yes,yes,no,no,no,no,month-to-month,True,electronic check,2.74,83.4,4113.7
5372-fbkbn,False,female,0,False,True,21,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.72,20.75,452.2
5373-sfodm,True,male,1,True,False,36,True,yes,fiber optic,no,no,no,no,no,yes,month-to-month,True,credit card (automatic),2.9,85.25,3132.75
5375-xldof,False,male,0,True,True,69,True,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,True,bank transfer (automatic),3.7,114.35,7665.8
5376-deqcp,True,female,0,False,False,1,True,no,fiber optic,no,no,no,no,no,no,month-to-month,True,electronic check,2.35,70.6,70.6
5376-pcknb,False,male,0,True,True,72,True,yes,fiber optic,no,yes,yes,no,yes,yes,one year,True,credit card (automatic),3.45,104.45,7459.0
5377-ndtou,False,female,0,True,True,71,True,yes,dsl,yes,yes,yes,yes,yes,yes,two year,False,mailed check,2.95,91.05,6293.75
5378-ikeeg,True,female,0,False,False,1,False,no phone service,dsl,no,no,no,no,yes,no,month-to-month,True,electronic check,1.19,35.75,35.75
5380-afssk,True,female,0,False,False,5,True,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,True,mailed check,3.25,93.9,486.85
5380-wjkov,True,male,0,False,False,34,True,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,True,electronic check,3.48,106.35,3549.25
5380-xpjnz,False,female,0,False,False,38,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,False,mailed check,0.59,20.05,678.2
5382-soyzl,False,male,0,False,False,22,True,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,True,electronic check,3.28,95.1,2162.6
5382-temlv,False,male,0,False,False,45,True,no,dsl,yes,no,no,no,no,no,month-to-month,True,bank transfer (automatic),1.7,50.9,2298.55
5383-mmtwc,True,female,1,True,False,8,True,yes,fiber optic,no,no,no,no,no,yes,month-to-month,True,electronic check,2.56,84.0,613.4
5384-zttwp,False,female,0,True,True,15,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.61,19.8,272.95
5385-suiri,True,male,1,True,False,52,True,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,True,electronic check,3.57,104.2,5568.35
5386-thslq,False,female,1,True,False,66,False,no phone service,dsl,no,yes,yes,no,yes,no,one year,False,bank transfer (automatic),1.53,45.55,3027.25
5387-asznz,False,female,1,False,False,66,True,yes,dsl,yes,yes,no,yes,no,no,one year,True,credit card (automatic),2.11,63.85,4174.35
5389-ffvkb,True,male,1,True,False,32,True,no,fiber optic,no,no,no,no,no,yes,month-to-month,True,credit card (automatic),2.59,80.3,2483.05
5392-akemh,False,female,0,False,False,12,True,no,dsl,no,no,no,no,no,no,month-to-month,True,electronic check,1.45,45.05,523.1
5393-hjzsm,False,female,0,True,True,32,True,no,dsl,yes,yes,yes,yes,no,yes,month-to-month,False,bank transfer (automatic),2.5,76.3,2404.15
5393-rxqsz,True,male,0,False,False,1,True,no,fiber optic,no,no,no,no,no,yes,month-to-month,False,electronic check,2.65,79.6,79.6
5394-meitz,False,female,0,True,True,60,True,no,dsl,no,yes,yes,yes,yes,yes,two year,True,bank transfer (automatic),2.75,80.6,4946.7
5394-svgjv,True,male,0,False,False,37,True,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,False,bank transfer (automatic),3.13,98.8,3475.55
5396-izepb,False,male,0,False,False,9,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,credit card (automatic),0.67,19.7,180.7
5397-nskqg,False,male,0,True,True,67,False,no phone service,dsl,yes,no,no,no,yes,yes,two year,False,credit card (automatic),1.63,50.9,3281.65
5397-tupsh,False,male,1,True,False,65,True,no,fiber optic,no,no,no,no,no,no,one year,True,bank transfer (automatic),2.34,70.95,4555.2
5399-zimkf,False,male,0,False,False,5,True,no,fiber optic,no,yes,no,no,no,no,month-to-month,True,electronic check,2.56,74.65,383.65
5402-htotq,False,male,0,False,False,16,True,yes,dsl,no,yes,no,no,no,no,month-to-month,False,electronic check,1.82,55.3,875.35
5404-ggukr,False,male,0,False,False,5,True,no,dsl,no,yes,no,no,no,no,month-to-month,True,electronic check,1.75,51.35,262.3
5405-zmyxq,False,female,0,False,False,8,True,yes,fiber optic,no,no,no,no,no,no,month-to-month,True,credit card (automatic),2.29,74.6,548.9
5406-kgrmx,False,female,0,False,False,71,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,electronic check,0.81,24.55,1719.15
